Title	Wiki_text	Clean_wiki_text	Wikidata_desc	Clean_wikidata_desc	Category
John Farr (British politician)	"<p class=""mw-empty-elt""> </p><p><b>Sir John Arnold Farr</b> (25 September 1922 – 25 October 1997) was a Conservative Party politician in the United Kingdom. </p><p>Born in Nottingham, Farr was educated at Harrow School and served with the Royal Navy during World War II. He became a farmer, Lloyd's member and director of a brewery company. </p><p>Farr contested Ilkeston in 1955. He was Member of Parliament (MP) for Harborough from 1959 until his retirement at the 1992 general election. In 1967 Farr referred to homosexuality as a ""wrongful practice"" and a ""disease"" and called on parliament to enact a provision to prevent its ""spread"" in prisons.</p><p>In 1974, a large amount of Farr's territory was hived off to create the new constituency of Blaby, which was won by future Chancellor of the Exchequer Nigel Lawson. </p><p>In 1960, he married Susan Milburn, daughter of Sir Leonard Milburn: the couple had two sons. Lady Farr died in 2011. </p>"	sir john arnold farr 25 september 1922 – 25 october 1997 was a conservative party politician in the united kingdom born in nottingham farr was educated at harrow school and served with the royal navy during world war ii he became a farmer lloyds member and director of a brewery company farr contested ilkeston in 1955 he was member of parliament mp for harborough from 1959 until his retirement at the 1992 general election in 1967 farr referred to homosexuality as a wrongful practice and a disease and called on parliament to enact a provision to prevent its spread in prisonsin 1974 a large amount of farrs territory was hived off to create the new constituency of blaby which was won by future chancellor of the exchequer nigel lawson in 1960 he married susan milburn daughter of sir leonard milburn the couple had two sons lady farr died in 2011	British politician (1922-1997)	british politician 19221997	Politicians
Kenneth Warren (politician)	<p> <b>Sir Kenneth Robin Warren</b> (15 August 1926 – 29 June 2019) was a British Conservative Party politician. </p><p>He was educated at Aldenham School, Midsomer Norton Grammar School, King's College London and the London School of Economics. He served as Conservative Member of Parliament for Hastings from 1970 to 1983, and as Conservative Member of Parliament for Hastings and Rye from 1983 until he retired in 1992. </p><p>He lived in Cranbrook, Kent. His wife of 51 years, Anne, died in 2013. He died on 29 June 2019 at the age of 92.</p>	sir kenneth robin warren 15 august 1926 – 29 june 2019 was a british conservative party politician he was educated at aldenham school midsomer norton grammar school kings college london and the london school of economics he served as conservative member of parliament for hastings from 1970 to 1983 and as conservative member of parliament for hastings and rye from 1983 until he retired in 1992 he lived in cranbrook kent his wife of 51 years anne died in 2013 he died on 29 june 2019 at the age of 92	British politician (1926-2019)	british politician 19262019	Politicians
Philip Holland	<p> <b>Sir Philip Welsby Holland</b> (14 March 1917 – 2 June 2011) was a British Conservative Party politician. </p><p>Born in Northwich, Holland was educated at Sir John Deane's Grammar School, Northwich. He served with the Royal Air Force from 1936 to 1946 and was in the Middle East from 1938 to 1942. He was the personnel manager of an electronics company and served as a councillor on Kensington Borough Council from 1955 to 1959. </p><p>Holland was an unsuccessful candidate at the 1955 general election in the Birmingham Yardley constituency. At the next general election, in 1959, he was elected to the House of Commons as Member of Parliament (MP) for the marginal constituency of Acton in west London, narrowly defeating the sitting Labour MP Joseph Sparks. He lost the seat to Bernard Floud at the 1964 election. </p><p>He stood at the 1966 general election in the safe Conservative seat of Carlton in Nottinghamshire, where he was re-elected until the constituency's abolition for the 1983 general election. He was then returned for the new Gedling constituency, and retired at the 1987 election after 26 years in Parliament. He remained a back-bencher and was best known for his opposition to quangos, campaigning persistently for their reduction. </p>	sir philip welsby holland 14 march 1917 – 2 june 2011 was a british conservative party politician born in northwich holland was educated at sir john deanes grammar school northwich he served with the royal air force from 1936 to 1946 and was in the middle east from 1938 to 1942 he was the personnel manager of an electronics company and served as a councillor on kensington borough council from 1955 to 1959 holland was an unsuccessful candidate at the 1955 general election in the birmingham yardley constituency at the next general election in 1959 he was elected to the house of commons as member of parliament mp for the marginal constituency of acton in west london narrowly defeating the sitting labour mp joseph sparks he lost the seat to bernard floud at the 1964 election he stood at the 1966 general election in the safe conservative seat of carlton in nottinghamshire where he was reelected until the constituencys abolition for the 1983 general election he was then returned for the new gedling constituency and retired at the 1987 election after 26 years in parliament he remained a backbencher and was best known for his opposition to quangos campaigning persistently for their reduction	British politician (1917-2011)	british politician 19172011	Politicians
Robin Maxwell-Hyslop	"<p> <b>Sir Robert (""Robin"") John Maxwell-Hyslop</b> (6 June 1931 – 13 January 2010) was a British Conservative Party politician. </p><p>The younger son of Royal Navy Captain Alexander Henry Maxwell-Hyslop (who adopted the additional name of Maxwell in 1925), AM, who served aboard HMS Devonshire and was recognised for his bravery in averting its loss by explosion in 1929, and was subsequently Captain of HMS Cumberland, and his wife Cecilia Joan (née Bayly), Maxwell-Hyslop was educated at Stowe School and Christ Church, Oxford. He worked for the aero engine division of Rolls-Royce from 1954 to 1960.</p><p>He contested the Derby North constituency at the 1959 general election. When the MP for Tiverton, Derick Heathcoat-Amory, was elevated to the peerage in 1960, Maxwell-Hyslop was elected as his successor at the resulting by-election, and retained the seat until he retired at the 1992 general election. His successor was Angela Browning. </p><p>Maxwell-Hyslop was the longest-serving member ever of the Commons Select Committee on Trade and Industry, from 1971 to 1992. (The select committee structure was altered in 1979, with Maxwell-Hyslop continuing to serve on the committee in its new form.) He was also the last Conservative MP to ask Prime Minister Margaret Thatcher a question at PMQ's. </p><p>He was knighted in the 1992 New Year Honours. In 1968, he had married Joanna Margaret, daughter of Thomas McCosh, of Pitcon, Dalry, North Ayrshire; they had two daughters.</p>"	sir robert robin john maxwellhyslop 6 june 1931 – 13 january 2010 was a british conservative party politician the younger son of royal navy captain alexander henry maxwellhyslop who adopted the additional name of maxwell in 1925 am who served aboard hms devonshire and was recognised for his bravery in averting its loss by explosion in 1929 and was subsequently captain of hms cumberland and his wife cecilia joan née bayly maxwellhyslop was educated at stowe school and christ church oxford he worked for the aero engine division of rollsroyce from 1954 to 1960he contested the derby north constituency at the 1959 general election when the mp for tiverton derick heathcoatamory was elevated to the peerage in 1960 maxwellhyslop was elected as his successor at the resulting byelection and retained the seat until he retired at the 1992 general election his successor was angela browning maxwellhyslop was the longestserving member ever of the commons select committee on trade and industry from 1971 to 1992 the select committee structure was altered in 1979 with maxwellhyslop continuing to serve on the committee in its new form he was also the last conservative mp to ask prime minister margaret thatcher a question at pmqs he was knighted in the 1992 new year honours in 1968 he had married joanna margaret daughter of thomas mccosh of pitcon dalry north ayrshire they had two daughters	British politician (1931-2010)	british politician 19312010	Politicians
Arthur Bignold	<p> <b>Sir Arthur Bignold</b> (8 July 1839 – 23 March 1915) was a Liberal Unionist Party politician in Scotland who served as the Member of Parliament (MP) for Wick Burghs from 1900 to 1910. </p><p>Bignold was educated at Trinity College, Cambridge. In 1873 he was a founding member of The Kennel Club. He won his seat in the House of Commons at the 1900 general election, when he defeated the sitting Liberal Party MP Thomas Hedderwick. Bignold was re-elected in 1906, but lost his seat at the January 1910 general election. He stood again in December 1910, but lost again.</p><p>He was knighted on 5 July 1904. He was proprietor of Lochrosque and Strathbran Estates in Ross Shire, near to Achnasheen and Achanalt and served as President of the Ross and Sutherland Benevolent Society as well as a magistrate of Ross and Cromarty and Chief of the Gaelic Society. A bagpipe march Arthur Bignold of Lochrosque is named after him.</p><p>In September 1914 Winston Churchill, when he was First Lord of the Admiralty was travelling past Bignold's home, Lochrosque Castle, to inspect the fleet at Loch Ewe. Churchill noticed a light on the roof used for lamping deer and assumed that it was being used to communicate with German spies. Churchill and his Police protection officer invaded the Castle and dismantled the light to the annoyance of Bignold.</p><p>Bignold was third son of Sir Samuel Bignold, Secretary of the Norwich Union.</p>	sir arthur bignold 8 july 1839 – 23 march 1915 was a liberal unionist party politician in scotland who served as the member of parliament mp for wick burghs from 1900 to 1910 bignold was educated at trinity college cambridge in 1873 he was a founding member of the kennel club he won his seat in the house of commons at the 1900 general election when he defeated the sitting liberal party mp thomas hedderwick bignold was reelected in 1906 but lost his seat at the january 1910 general election he stood again in december 1910 but lost againhe was knighted on 5 july 1904 he was proprietor of lochrosque and strathbran estates in ross shire near to achnasheen and achanalt and served as president of the ross and sutherland benevolent society as well as a magistrate of ross and cromarty and chief of the gaelic society a bagpipe march arthur bignold of lochrosque is named after himin september 1914 winston churchill when he was first lord of the admiralty was travelling past bignolds home lochrosque castle to inspect the fleet at loch ewe churchill noticed a light on the roof used for lamping deer and assumed that it was being used to communicate with german spies churchill and his police protection officer invaded the castle and dismantled the light to the annoyance of bignoldbignold was third son of sir samuel bignold secretary of the norwich union	British politician	british politician	Politicians
Fred Messer	"<p> <b>Sir Frederick Messer</b> CBE (12 May 1886 – 8 May 1971) was a British trade unionist and Labour politician. He was a member of the House of Commons and Chairman of Middlesex County Council.</p><p>Messer was born in north London, and was the son of a poor law officer. He was educated at Thornhill Primary School, Islington before entering an apprenticeship as a French polisher. He became one of the first members of the French Polishers Union. He subsequently changed his career, becoming national organiser of the Industrial Orthopaedic Society.</p><p>He was elected as a Labour Party Member of Parliament (MP) for Tottenham South at the 1929 general election. Two years later another election was held and Messer was defeated in a straight fight with the National Labour candidate, Francis Palmer The situation was reversed when he regained the seat from Palmer at the next general election in 1935. He held the seat until its abolition in 1950, and was MP for the successor seat of Tottenham from 1950 until his retirement from parliament in 1959. He was appointed a Commander of the Order of the British Empire in 1948 ""for political and public services"" and knighted in the 1953 Coronation Honours List.</p><p>As well as serving in parliament, he was for many years a member of Middlesex County Council. For 15 years he was chairman of the Labour group on the council, and in 1938 was elevated to become an alderman. He served as chairman of the council from 1947 to 1948, the first member of the Labour Party to hold the chair. A Bevanite, in 1958 he became the first president of Victory for Socialism, a left-wing ginger group within the Labour Party.</p>"	sir frederick messer cbe 12 may 1886 – 8 may 1971 was a british trade unionist and labour politician he was a member of the house of commons and chairman of middlesex county councilmesser was born in north london and was the son of a poor law officer he was educated at thornhill primary school islington before entering an apprenticeship as a french polisher he became one of the first members of the french polishers union he subsequently changed his career becoming national organiser of the industrial orthopaedic societyhe was elected as a labour party member of parliament mp for tottenham south at the 1929 general election two years later another election was held and messer was defeated in a straight fight with the national labour candidate francis palmer the situation was reversed when he regained the seat from palmer at the next general election in 1935 he held the seat until its abolition in 1950 and was mp for the successor seat of tottenham from 1950 until his retirement from parliament in 1959 he was appointed a commander of the order of the british empire in 1948 for political and public services and knighted in the 1953 coronation honours listas well as serving in parliament he was for many years a member of middlesex county council for 15 years he was chairman of the labour group on the council and in 1938 was elevated to become an alderman he served as chairman of the council from 1947 to 1948 the first member of the labour party to hold the chair a bevanite in 1958 he became the first president of victory for socialism a leftwing ginger group within the labour party	British Member of Parliament (1886-1971)	british member of parliament 18861971	Politicians
George Reid (Victorian politician)	<p> <b>Sir George Oswald Reid</b> (22 July 1903 – 18 February 1993) was an Australian politician. </p><p>He was born in Hawthorn to railway officer George Watson Reid and Lillias Margaret Easton. He attended Camberwell Grammar School and studied law at Melbourne University and in 1926 was admitted as a barrister and solicitor, practising at the bar until 1927 and as a solicitor thereafter. In 1947 he was elected to the Victorian Legislative Assembly as the Liberal member for Box Hill. He was party whip from 1950 to 1952, when he was defeated. Returned in 1955, he became cabinet secretary and minister without portfolio. In 1956 he became Minister of Labour and Industry, moving to Fuel and Power in 1965, and to Immigration (until 1970) and Attorney-General in 1967. He was leader of the Assembly from 1971 to 1972. Reid retired in 1973, having taken silk in 1971 and been knighted in 1972. He died in 1993.</p>	sir george oswald reid 22 july 1903 – 18 february 1993 was an australian politician he was born in hawthorn to railway officer george watson reid and lillias margaret easton he attended camberwell grammar school and studied law at melbourne university and in 1926 was admitted as a barrister and solicitor practising at the bar until 1927 and as a solicitor thereafter in 1947 he was elected to the victorian legislative assembly as the liberal member for box hill he was party whip from 1950 to 1952 when he was defeated returned in 1955 he became cabinet secretary and minister without portfolio in 1956 he became minister of labour and industry moving to fuel and power in 1965 and to immigration until 1970 and attorneygeneral in 1967 he was leader of the assembly from 1971 to 1972 reid retired in 1973 having taken silk in 1971 and been knighted in 1972 he died in 1993	Australian barrister and politician.	australian barrister and politician	Politicians
Alec Douglas-Home	"<p class=""mw-empty-elt""> </p> <p><b>Alexander Frederick Douglas-Home, Baron Home of the Hirsel</b>, (<span> <span>(<span><span><span></span>listen</span></span>)</span></span>; 2 July 1903 – 9 October 1995) was the Prime Minister of the United Kingdom from 1963 to 1964. He was the only British prime minister born during the Edwardian era, and the last to hold office while a member of the House of Lords, before disclaiming his peerage and taking up a seat in the House of Commons for the remainder of his premiership. His reputation, however, rests more on his two periods serving as Britain's foreign minister than on his brief premiership. </p><p>A talented cricketer, he played first-class cricket at club and county level; he began serving in the Territorial Army from 1924. Douglas-Home (under the courtesy title <b>Lord Dunglass</b>) entered Parliament in 1931 and served as Neville Chamberlain's parliamentary aide, although his diagnosis in 1940 with spinal tuberculosis would immobilise him for two years. Having recovered enough to resume his political career, Douglas-Home lost his seat to Labour at the 1945 general election. He regained it in 1950, but left the Commons the following year when, on the death of his father, he entered the Lords as the <b>14th Earl of Home</b>. Under the next Conservative government, Home was appointed to increasingly senior posts, such as Leader of the House of Lords and Foreign Secretary. In the latter post (1960–1963) he supported United States resolve in the Cuban Missile Crisis and was a signatory of the Partial Nuclear Test Ban Treaty in August 1963. </p><p>In October 1963, Harold Macmillan resigned as prime minister and Douglas-Home was chosen to succeed him. By the 1960s, it was unacceptable for a prime minister to sit in the House of Lords, so Home disclaimed his hereditary peerage and successfully stood for election to Parliament as <b>Sir Alec Douglas-Home</b>. The manner of his appointment was controversial, and two Macmillan Cabinet ministers refused to stay in office under him. Criticised by the Labour Party as an out-of-touch aristocrat, he came over stiffly in television interviews, by contrast with Labour leader Harold Wilson. As prime minister, Douglas-Home's demeanour and appearance remained aristocratic and old-fashioned. His understanding of economics was primitive, and he gave his chancellor, Reginald Maudling, free rein to handle financial affairs. He enjoyed dealing with foreign policy and his foreign secretary, Rab Butler, was not especially energetic, but there were no major crises or issues to resolve. The Conservative Party, having governed for nearly twelve years, lost its standing after the scandalous Profumo affair under Macmillan and, by Douglas-Home's premiership, seemed headed for heavy electoral defeat; his premiership was the second briefest of the twentieth century, lasting two days short of a year. Among the legislation passed under his government was the abolition of resale price maintenance in 1964. </p><p>Narrowly defeated in the 1964 general election, Douglas-Home resigned the party leadership in July 1965, having instituted a new and less secretive method for electing the leader. He later served in the Cabinet of Prime Minister Edward Heath at the Foreign and Commonwealth Office (1970–1974), an expanded version of his former secretaryship. After the first of the twin Conservative defeats of 1974, he stood down at the second, the October 1974 election, and returned to the Lords as a life peer titled <b>Baron Home of the Hirsel</b>. He gradually retired from front-line politics and died in 1995, aged 92. </p>"	alexander frederick douglashome baron home of the hirsel listen 2 july 1903 – 9 october 1995 was the prime minister of the united kingdom from 1963 to 1964 he was the only british prime minister born during the edwardian era and the last to hold office while a member of the house of lords before disclaiming his peerage and taking up a seat in the house of commons for the remainder of his premiership his reputation however rests more on his two periods serving as britains foreign minister than on his brief premiership a talented cricketer he played firstclass cricket at club and county level he began serving in the territorial army from 1924 douglashome under the courtesy title lord dunglass entered parliament in 1931 and served as neville chamberlains parliamentary aide although his diagnosis in 1940 with spinal tuberculosis would immobilise him for two years having recovered enough to resume his political career douglashome lost his seat to labour at the 1945 general election he regained it in 1950 but left the commons the following year when on the death of his father he entered the lords as the 14th earl of home under the next conservative government home was appointed to increasingly senior posts such as leader of the house of lords and foreign secretary in the latter post 1960–1963 he supported united states resolve in the cuban missile crisis and was a signatory of the partial nuclear test ban treaty in august 1963 in october 1963 harold macmillan resigned as prime minister and douglashome was chosen to succeed him by the 1960s it was unacceptable for a prime minister to sit in the house of lords so home disclaimed his hereditary peerage and successfully stood for election to parliament as sir alec douglashome the manner of his appointment was controversial and two macmillan cabinet ministers refused to stay in office under him criticised by the labour party as an outoftouch aristocrat he came over stiffly in television interviews by contrast with labour leader harold wilson as prime minister douglashomes demeanour and appearance remained aristocratic and oldfashioned his understanding of economics was primitive and he gave his chancellor reginald maudling free rein to handle financial affairs he enjoyed dealing with foreign policy and his foreign secretary rab butler was not especially energetic but there were no major crises or issues to resolve the conservative party having governed for nearly twelve years lost its standing after the scandalous profumo affair under macmillan and by douglashomes premiership seemed headed for heavy electoral defeat his premiership was the second briefest of the twentieth century lasting two days short of a year among the legislation passed under his government was the abolition of resale price maintenance in 1964 narrowly defeated in the 1964 general election douglashome resigned the party leadership in july 1965 having instituted a new and less secretive method for electing the leader he later served in the cabinet of prime minister edward heath at the foreign and commonwealth office 1970–1974 an expanded version of his former secretaryship after the first of the twin conservative defeats of 1974 he stood down at the second the october 1974 election and returned to the lords as a life peer titled baron home of the hirsel he gradually retired from frontline politics and died in 1995 aged 92	former Prime Minister of the United Kingdom (1903-1995)	former prime minister of the united kingdom 19031995	Politicians
Anthony Berry	"<p class=""mw-empty-elt""> </p> <p><b>Sir Anthony George Berry</b> (12 February 1925 – 12 October 1984) was a British Conservative politician. He served as Member of Parliament (MP) for Enfield Southgate and a whip in Margaret Thatcher's government. </p><p>Berry served as an MP for nearly 20 years until he was killed in the Brighton hotel bombing by the Provisional IRA. </p>"	sir anthony george berry 12 february 1925 – 12 october 1984 was a british conservative politician he served as member of parliament mp for enfield southgate and a whip in margaret thatchers government berry served as an mp for nearly 20 years until he was killed in the brighton hotel bombing by the provisional ira	British politician (1925-1984)	british politician 19251984	Politicians
Archibald Primrose, 5th Earl of Rosebery	"<p class=""mw-empty-elt""> </p> <p><b>Archibald Philip Primrose, 5th Earl of Rosebery, 1st Earl of Midlothian</b>, (7 May 1847 – 21 May 1929) was a British Liberal politician who served as Prime Minister of the United Kingdom from March 1894 to June 1895. Between the death of his father, in 1851, and the death of his grandfather, the 4th Earl of Rosebery, in 1868, he was known by the courtesy title of <b>Lord Dalmeny</b>. </p><p>Rosebery first came to national attention in 1879 by sponsoring the successful Midlothian campaign of William Ewart Gladstone. He briefly was in charge of Scottish affairs. His most successful performance in office came as chairman of the London County Council in 1889. He entered the cabinet in 1885 and served twice as foreign minister, paying special attention to French and German affairs. He succeeded Gladstone as prime minister and leader of the Liberal Party in 1894; the Liberals lost the 1895 election. He resigned the party leadership in 1896 and never again held political office. </p><p>Rosebery was widely known as a brilliant orator, an outstanding sportsman and marksman, a writer and historian, connoisseur and collector. All of these activities attracted him more than politics, which grew boring and unattractive. Furthermore, he drifted to the right of the Liberal party and became a bitter critic of its policies. Winston Churchill, observing that he never adapted to democratic electoral competition, quipped: ""He would not stoop; he did not conquer.""</p><p>Rosebery was a Liberal Imperialist who favoured strong national defence and imperialism abroad and social reform at home, while being solidly anti-socialist. Historians judge him a failure as foreign minister and as prime minister.</p>"	archibald philip primrose 5th earl of rosebery 1st earl of midlothian 7 may 1847 – 21 may 1929 was a british liberal politician who served as prime minister of the united kingdom from march 1894 to june 1895 between the death of his father in 1851 and the death of his grandfather the 4th earl of rosebery in 1868 he was known by the courtesy title of lord dalmeny rosebery first came to national attention in 1879 by sponsoring the successful midlothian campaign of william ewart gladstone he briefly was in charge of scottish affairs his most successful performance in office came as chairman of the london county council in 1889 he entered the cabinet in 1885 and served twice as foreign minister paying special attention to french and german affairs he succeeded gladstone as prime minister and leader of the liberal party in 1894 the liberals lost the 1895 election he resigned the party leadership in 1896 and never again held political office rosebery was widely known as a brilliant orator an outstanding sportsman and marksman a writer and historian connoisseur and collector all of these activities attracted him more than politics which grew boring and unattractive furthermore he drifted to the right of the liberal party and became a bitter critic of its policies winston churchill observing that he never adapted to democratic electoral competition quipped he would not stoop he did not conquerrosebery was a liberal imperialist who favoured strong national defence and imperialism abroad and social reform at home while being solidly antisocialist historians judge him a failure as foreign minister and as prime minister	British politician (1847-1929)	british politician 18471929	Politicians
Charles Grey, 2nd Earl Grey	"<p class=""mw-empty-elt""> </p> <p><b>Charles Grey, 2nd Earl Grey</b>, (13 March 1764 – 17 July 1845), known as <b>Viscount Howick</b> between 1806 and 1807, was a British politician who served as Prime Minister of the United Kingdom from 1830 to 1834. He was a descendant of the noble House of Grey and a member of the Whig Party. </p><p>Grey was a long-time leader of multiple reform movements, and as prime minister, his government was known for bringing about two notable reforms. The Reform Act 1832 brought about parliamentary reform, bringing changes to the House of Commons. His government also enacted the Slavery Abolition Act 1833, bringing about the abolition of slavery in most of the British Empire. </p><p>Grey was a strong opponent of the foreign and domestic policies of William Pitt the Younger in the 1790s. In 1807, he resigned as foreign secretary to protest against King George III's uncompromising rejection of Catholic Emancipation. Grey finally resigned in 1834 over disagreements in his cabinet regarding Ireland, and retired from politics. Scholars rank him highly among British prime ministers, believing that he averted much civil strife and enabled Victorian progress.</p><p>Earl Grey tea is named after him.</p>"	charles grey 2nd earl grey 13 march 1764 – 17 july 1845 known as viscount howick between 1806 and 1807 was a british politician who served as prime minister of the united kingdom from 1830 to 1834 he was a descendant of the noble house of grey and a member of the whig party grey was a longtime leader of multiple reform movements and as prime minister his government was known for bringing about two notable reforms the reform act 1832 brought about parliamentary reform bringing changes to the house of commons his government also enacted the slavery abolition act 1833 bringing about the abolition of slavery in most of the british empire grey was a strong opponent of the foreign and domestic policies of william pitt the younger in the 1790s in 1807 he resigned as foreign secretary to protest against king george iiis uncompromising rejection of catholic emancipation grey finally resigned in 1834 over disagreements in his cabinet regarding ireland and retired from politics scholars rank him highly among british prime ministers believing that he averted much civil strife and enabled victorian progressearl grey tea is named after him	Prime Minister of the United Kingdom of Great Britain and Ireland (1764-1845)	prime minister of the united kingdom of great britain and ireland 17641845	Politicians
Edward Wood, 1st Earl of Halifax	"<p class=""mw-empty-elt""> </p> <p><b>Edward Frederick Lindley Wood, 1st Earl of Halifax</b>, (16 April 1881 – 23 December 1959), known as <b>The Lord Irwin</b> from 1925 until 1934 and <b>The Viscount Halifax</b> from 1934 until 1944, was a senior British Conservative politician of the 1930s. He held several senior ministerial posts during this time, most notably those of Viceroy of India from 1926 to 1931 and of Foreign Secretary between 1938 and 1940. He was one of the architects of the policy of appeasement of Adolf Hitler in 1936–1938, working closely with Prime Minister Neville Chamberlain. However, after Kristallnacht (on 9–10 November 1938) and the German occupation of Czechoslovakia in March 1939 he was one of those who pushed for a new policy of attempting to deter further German aggression by promising to go to war to defend Poland. </p><p>On Chamberlain's resignation early in May 1940, Halifax effectively declined the position of Prime Minister as he felt that Winston Churchill would be a more suitable war leader (Halifax's membership in the House of Lords was given as the official reason). A few weeks later, with the Allies facing apparently catastrophic defeat and British forces falling back to Dunkirk, Halifax favoured approaching Italy to see if acceptable peace terms could be negotiated. He was overruled by Churchill after a series of stormy meetings of the War Cabinet. From 1941 to 1946, he served as British Ambassador in Washington. </p>"	edward frederick lindley wood 1st earl of halifax 16 april 1881 – 23 december 1959 known as the lord irwin from 1925 until 1934 and the viscount halifax from 1934 until 1944 was a senior british conservative politician of the 1930s he held several senior ministerial posts during this time most notably those of viceroy of india from 1926 to 1931 and of foreign secretary between 1938 and 1940 he was one of the architects of the policy of appeasement of adolf hitler in 1936–1938 working closely with prime minister neville chamberlain however after kristallnacht on 9–10 november 1938 and the german occupation of czechoslovakia in march 1939 he was one of those who pushed for a new policy of attempting to deter further german aggression by promising to go to war to defend poland on chamberlains resignation early in may 1940 halifax effectively declined the position of prime minister as he felt that winston churchill would be a more suitable war leader halifaxs membership in the house of lords was given as the official reason a few weeks later with the allies facing apparently catastrophic defeat and british forces falling back to dunkirk halifax favoured approaching italy to see if acceptable peace terms could be negotiated he was overruled by churchill after a series of stormy meetings of the war cabinet from 1941 to 1946 he served as british ambassador in washington	British politician (1881-1959)	british politician 18811959	Politicians
Korean Police Baseball Team	"<p><b>Korean Police Baseball Team</b> (Korean: <span lang=""ko"">경찰 야구단</span>) was a South Korean amateur baseball team that existed from 2005 to 2019, and competed in the KBO Futures League from 2006 through 2019. Their home stadium was Byeokje Baseball Stadium in Goyang. The team was controlled by the Seoul Metropolitan Police Agency, which itself is a division of the National Police Agency. </p><p>The Police were not affiliated with any single KBO League team, instead fielding a roster made of players from many of the KBO franchises. Over the Police team's history, however, it had a preponderance of players from the Doosan Bears franchise. Notable KBO League players who at one time served on the Police team included Choi Hyoung-woo, Yang Eui-ji, Min Byung-hun, Jung Soo-bin, Rhee Dae-eun, Son Seung-lak, and Won Jong-hyun.</p>"	korean police baseball team korean 경찰 야구단 was a south korean amateur baseball team that existed from 2005 to 2019 and competed in the kbo futures league from 2006 through 2019 their home stadium was byeokje baseball stadium in goyang the team was controlled by the seoul metropolitan police agency which itself is a division of the national police agency the police were not affiliated with any single kbo league team instead fielding a roster made of players from many of the kbo franchises over the police teams history however it had a preponderance of players from the doosan bears franchise notable kbo league players who at one time served on the police team included choi hyoungwoo yang euiji min byunghun jung soobin rhee daeeun son seunglak and won jonghyun	Korea Baseball Futures League amateur baseball team in Goyang, South Korea	korea baseball futures league amateur baseball team in goyang south korea	Sports_teams
Błękitni Kielce	<p><b>Blekitni Kielce</b> is a defunct Polish sports club, established in 1945 in Kielce. In 1949, it became supported by Kielce's office of communist police (<i>milicja</i>), its official name was changed into <i>Guards Sports Club Blekitni Kielce</i> and hues were red-white-blue, like in other sports clubs affiliated with <i>milicja</i>. Enjoying support of both <i>milicja</i> and Urząd Bezpieczeństwa, Blekitni became the major sports organization in the area of Kielce, however, it never managed to win promotion to the Polish First Division. Blekitni's football team played last games in the Third League in the season 1998/1999, then it was merged with local rival, Korona Kielce. </p>	blekitni kielce is a defunct polish sports club established in 1945 in kielce in 1949 it became supported by kielces office of communist police milicja its official name was changed into guards sports club blekitni kielce and hues were redwhiteblue like in other sports clubs affiliated with milicja enjoying support of both milicja and urząd bezpieczeństwa blekitni became the major sports organization in the area of kielce however it never managed to win promotion to the polish first division blekitnis football team played last games in the third league in the season 19981999 then it was merged with local rival korona kielce	Greater Islam	greater islam	Sports_teams
