Title	Wiki_text	Clean_wiki_text	Wikidata_desc	Clean_wikidata_desc	Category
Jughead Jones	"<p class=""mw-empty-elt""> </p> <p><b>Forsythe Pendleton</b> ""<b>Jughead</b>"" <b>Jones III</b> is one of the fictional characters created by Bob Montana and John L. Goldwater in Archie Comics who first appeared in the first Archie story, from <i>Pep Comics</i> #22 (December 1941). He is the drummer of the Archies and is a son of Forsythe Pendleton Jones II; in one of the early Archie newspaper comic strips, he is identified as John Jugworth Jones III (and in one strip, likely due to continuity error, as Forsythe Van Jones). He has a white sheepdog named Hot Dog and a younger sister, Forsythia ""Jellybean"" Jones. </p><p>Jughead (shortened to Jug or Juggie) is the best friend of vocalist/guitarist Archie Andrews. Jughead is a smart, sharp-tongued, laid-back, and eccentric high school student. He is obsessed with eating food and in some storylines is asexual. Most see him as being lazy. He can be identified by his long nose, half-closed eyes, ""S"" sweatshirt, and crown-like button beanie hat, called a whoopee cap. Jughead is portrayed by Cole Sprouse in the live-action CW series, <i>Riverdale</i>. </p> <!-- NewPP limit report Parsed by mw1424 Cached time: 20220514120429 Cache expiry: 1814400 Reduced expiry: false Complications: [vary‐revision‐sha1, vary‐revision‐exists] CPU time usage: 0.283 seconds Real time usage: 0.352 seconds Preprocessor visited node count: 823/1000000 Post‐expand include size: 11849/2097152 bytes Template argument size: 2565/2097152 bytes Highest expansion depth: 11/100 Expensive parser function count: 3/500 Unstrip recursion depth: 0/20 Unstrip post‐expand size: 2883/5000000 bytes Lua time usage: 0.174/10.000 seconds Lua memory usage: 3149996/52428800 bytes Number of Wikibase entities loaded: 0/400 --> <!-- Transclusion expansion time report (%,ms,calls,template) 100.00% 334.896 1 -total 33.24% 111.311 1 Template:Cite_web 24.48% 81.966 1 Template:Infobox_character 22.07% 73.908 1 Template:Pp-pc 20.96% 70.196 1 Template:Infobox 16.53% 55.359 1 Template:Short_description 5.83% 19.515 1 Template:Pagetype 5.82% 19.487 4 Template:Main_other 4.77% 15.973 13 Template:If_empty 3.94% 13.188 1 Template:SDcat -->"	december smart eating jughead younger most goldwater white asexual fictional early by portrayed crownlike storyline l comic cap who from beanie sister series can likely bob vocalistguitarist due he andrew be cw student montana best school drummer forsythe jugworth ii s high food juggie van pep whoopee of eye character friend appeared sprouse him identified is hot lazy 22 newspaper jones strip eccentric iii shortened his halfclosed some sweatshirt story error named john jug button 1941 a dog created long being sheepdog riverdale or archie cole and sharptongued one first forsythia laidback jellybean nose pendleton the son to called obsessed archies hat ha liveaction with continuity see in	Archie Comics character	character comic archie	Comics_characters
Elektra (character)	<p><b>Elektra Natchios</b> (<span><small>UK: </small></span>, <span><small>US: </small></span>) is a fictional character appearing in American comic books published by Marvel Comics. Created by Frank Miller, the character first appeared in <i>Daredevil</i> #168 (Jan. 1981). She is a love interest of the superhero Matt Murdock / Daredevil, but her violent nature and mercenary lifestyle divide the two, before she ultimately becomes the second <b>Daredevil</b> in 2020. </p><p>The character is a highly trained assassin of Greek descent who wields a pair of sai as her trademark weapons. Elektra is one of Frank Miller's best-known creations, and has appeared in numerous modern storylines even though Marvel had originally promised not to revive the character without Miller's permission. She has also appeared as a supporting character of the X-Men's Wolverine and in other series and mini-series, as well as adaptations for the screen. </p><p>Jennifer Garner portrayed Elektra in the 2003 film <i>Daredevil</i> and its 2005 spin-off film <i>Elektra.</i> Élodie Yung portrayed the character in the 2016 second season of the Marvel Cinematic Universe streaming television series <i>Daredevil</i> and in the 2017 miniseries <i>The Defenders</i> as the supervillain <b>Black Sky</b>.</p>	her 2020 american xmens supporting 2017 had streaming wolverine fictional also by book miniseries permission adaptation ultimately portrayed storyline other well comic who bestknown series without sai mercenary universe nature for highly 168 wields 1981 promised defender film trained natchios 2016 she pair elektra two superhero though trademark divide even uk of yung sky character lifestyle before élodie appeared jennifer matt is appearing but numerous garner love it modern originally jan interest 2005 violent marvel cinematic miller u television a created murdock weapon assassin creation not descent spinoff and revive one first 2003 greek becomes second the to supervillain frank season black published ha daredevil screen in	fictional character in Marvel Comics	fictional character comic in marvel	Comics_characters
Bob, Agent of Hydra	<p><b>Bob, Agent of Hydra</b> (<b>Robert Dobalina</b>) is a fictional character appearing in American comic books published by Marvel Comics. The character is depicted as an antihero and a sidekick of Deadpool. A former member of the terrorist agency Hydra, he defected to help Wade Wilson, but has kept his Hydra uniform. </p><p>Bob had a cameo in the 2016 feature film <i>Deadpool</i> where he was portrayed by Rob Hayter. </p>	character sidekick former wade is appearing american defected but kept uniform had rob and fictional by book film cameo marvel the portrayed his feature hydra to 2016 comic member hayter dobalina robert deadpool where agent wilson wa an bob published antihero ha help he depicted a of agency in terrorist	fictional character in Marvel Comics	fictional character comic in marvel	Comics_characters
Rocko	"<p><b>Rocko Rama</b> is the main protagonist of the animated television series <i>Rocko's Modern Life</i> and the comic book series of the same name. Carlos Alazraqui provided the voice of the anthropomorphic wallaby. His catchphrase is ""_____ day is a very dangerous day"". </p> "	very provided is anthropomorphic catchphrase and alazraqui wallaby voice dangerous animated rockos book modern carlos the protagonist life his comic rama rocko series television main name day same a of	eponymous fictional character of the cartoon Rocko's Modern Life	the fictional character cartoon life eponymous rockos modern of	Comics_characters
Abe Sapien	"<p><b>Abraham Sapien</b>, born <b>Langdon Everett Caul</b>, is a fictional character introduced in the comic book series <i>Hellboy</i>, created by Mike Mignola. He takes his name from ""<i>Ichthyo sapien</i>"", the fanciful species designation chosen for him by his colleagues in the 19th-century Oannes Club, and from Abraham ""Abe"" Lincoln, on whose assassination date the Oannes Club abandoned Abe's body, leaving only a cryptic note as explanation, in a suspended animation tank beneath a Washington D.C. hospital. He is occasionally referred to as an ""amphibious man."" </p><p>As well as regular appearances in <i>Hellboy</i> and <i>B.P.R.D.</i>, Sapien has also starred in his own comics, with trade paperback collections and omnibus editions including <i>The Drowning</i>, <i>The Devil Does Not Jest and Other Stories</i>, <i>Dark and Terrible</i> and <i>Lost Lives and Other Stories</i>. </p>"	abe occasionally whose fictional also by book dark mike well other comic jest from series collection an fanciful referred man doe he including born abraham for edition paperback beneath cryptic amphibious club hellboy terrible colleague take omnibus lincoln mignola hospital lost ichthyo character explanation him is on own devil langdon introduced abes 19thcentury life his abandoned date washington dc story animation a drowning created in not and leaving bprd oannes note appearance trade the to body tank sapien assassination only everett caul specie ha designation with name regular suspended chosen starred	Hellboy character	character hellboy	Comics_characters
War Machine	"<link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r1033289096""> <p><b>War Machine</b> (<b>James Rupert</b> ""<b>Rhodey</b>"" <b>Rhodes</b>) is a fictional superhero appearing in American comic books published by Marvel Comics. James Rhodes first appeared in <i>Iron Man</i> #118 (January 1979) by David Michelinie and John Byrne. The War Machine armor (Iron Man Armor Model 11) which first appeared in <i>Iron Man</i> #281 (June 1992) became his signature exosuit, created by Len Kaminski and Kevin Hopgood.</p><p>In 2012, War Machine was ranked 31st in IGN's list of ""The Top 50 Avengers"". The character has been featured in animated television series and films. In the Marvel Cinematic Universe, James Rhodes was first played by Terrence Howard in <i>Iron Man</i> (2008), which takes place before he took on the War Machine mantle, and then by Don Cheadle in <i>Iron Man 2</i> (2010), <i>Iron Man 3</i> (2013), <i>Avengers: Age of Ultron</i> (2015), <i>Captain America: Civil War</i> (2016), <i>Avengers: Infinity War</i> (2018), <i>Captain Marvel</i> (2019), <i>Avengers: Endgame</i> (2019), the television series <i>The Falcon and the Winter Soldier</i> (2021) and <i>Armor Wars</i>, and the animated series <i>What If...?</i> (2021) and <i>Secret Invasion</i> (2022). </p>"	1979 captain 2008 american secret played june fictional mantle by exosuit book igns invasion civil comic series wa infinity man 2015 he age machine kevin january armor rhodey universe 2021 ultron war took howard place film michelinie james 2016 take avenger superhero rupert 31st 2022 soldier been 118 of character before appeared which 2019 then is appearing on ranked list cheadle animated america marvel terrence iron cinematic his 2010 281 len rhodes 2018 john 11 signature hopgoodin television a created don 50 2013 top and 2012 first if 2 kaminski byrne the david featured winter 3 endgame 1992 published what falcon ha model became in	fictional character in Marvel Comics	fictional character comic in marvel	Comics_characters
Caretaker (comics)	<p><b>Caretaker</b> is a fictional character appearing in American comic books published by Marvel Comics. There have been two incarnations of the character. </p><p>The Caretaker appeared in the 2007 film <i>Ghost Rider</i> and the Hulu television series <i>Helstrom</i>, portrayed by Sam Elliott and Robert Wisdom respectively. </p>	character appeared there is appearing american have elliott and fictional hulu caretaker rider by book film sam 2007 respectively marvel the portrayed comic robert two series wisdom ghost published incarnation television helstrom been a of in	comics character	character comic	Comics_characters
Jubilee (Marvel Comics)	"<p class=""mw-empty-elt""> </p> <p><b>Jubilation ""Jubilee"" Lee</b> is a fictional character appearing in American comic books published by Marvel Comics, most commonly in association with the X-Men. Created by writer Chris Claremont and artist Marc Silvestri, the character first appeared in <i>Uncanny X-Men</i> #244 (May 1989).</p><p>Jubilee is a member of the human subspecies known as mutants, born with superhuman abilities. She can generate pyrotechnic energy blasts from her hands. Introduced as an orphaned ""mall rat"" from Beverly Hills, Jubilee joined the X-Men in the early 1990s, becoming the team's youngest member and often playing a sidekick role to her father-figure, Wolverine. </p><p>Jubilee eventually joined the junior team Generation X, and was a prominent character in the 1990s-era <i>X-Men</i> animated series. In late 2004, Marvel launched a self-titled six-part limited series for Jubilee set in Los Angeles, written by Robert Kirkman. In early 2011, she appeared in the four-part limited series <i>Wolverine and Jubilee</i>, written by Kathryn Immonen. </p><p>The character is one of the depowered mutants who later reappeared using technology-based powers in the New Warriors comic book series. In a 2010 storyline, she was turned into a vampire during the ""Curse of the Mutants"" storyline, becoming a single mother after adopting a son, Shogo, in a 2013 storyline. She was recently cured of her vampirism and had her mutant powers restored by a shard of the Phoenix Force. </p><p>Jubilee has cameo appearances in the first three <i>X-Men</i> films, portrayed by Katrina Florece in the first film, and by Kea Wong in its two sequels. In the 2016 film <i>X-Men: Apocalypse</i>, she was portrayed by Lana Condor. </p>"	her human marc phoenix american most immonen had shard wolverine fictional writer commonly early joined by book vampirism beverly mutant depowered portrayed storyline mother comic member role who from series generation can wa an turned los youngest born for single sequel kathryn rat chris hand prominent claremont later warrior jubilation ability angeles written film lee association lana 2016 she eventually often robert after two hill wong condor 2004 late force apocalypse of three character appeared pyrotechnic is appearing 1989jubilee blast set technologybased sixpart silvestri vampire animated x introduced it curse playing marvel 1990sera 2010 launched xmen 2011 energy jubilee fourpart kea 1990s kirkman reappeared new generate a power created may fatherfigure shogo using sidekick limited into uncanny adopting 2013 and one first superhuman appearance selftitled cameo known the cured son artist katrina to team during 244 becoming restored florece orphaned published mall ha with subspecies recently junior in	fictional character in Marvel Comics	fictional character comic in marvel	Comics_characters
Smudge (Monica's Gang)	<p><b>Cassius</b>, known as <b>Smudge</b> (originally <i>Cascão</i> – Portuguese for a dirt layer that may appear on the human skin when not washed frequently - in the Brazilian version) is one of the main characters of Monica's Gang. He was created in 1961 and since 1982 has his own printed comics appearing weekly on the newsagents. Mauricio de Sousa, his creator, says he based the character on a child he knew while growing up in Mogi das Cruzes. The child was a friend of his brother Márcio, and was also not too hygienic. Since the friendship did not last, Mauricio never recalled his real name.</p><p>The reason why he is called Smudge or Cascão is because he never takes a bath. Smudge hates water and never, ever touches it. Smudge is well known for being creative and having interesting ideas. He assists Jimmy Five in his 'Infallible Plans'. </p><p>He received his own comic book in 1982 and is being published today. </p>	sousa plan human 1982 real also cruzes book brazilian last hate touch monicas márcio well version comic hygienic knew wa never since mogi he portuguese too da assist for say when infallible brother water that namethe while dirt because jimmy take five up printed of received character friend cassius creative cascão is appearing today smudge appear on own weekly it originally ever frequently – his having mauricio 1961 based growing creator main a created may being idea newsagent or not and did one skin recalled friendship known gang the interesting de child called washed why published layer ha reason in bath	Comic book character	character book comic	Comics_characters
Prowler (Marvel Comics)	"<p>The <b>Prowler</b> is an alias used by several fictional characters appearing in American comic books published by Marvel Comics. These characters are primarily depicted as wearing a green and purple battle suit with a cape and clawed gauntlets. The original Prowler, <b>Hobart ""Hobie"" Brown</b>, was created by Stan Lee, John Buscema, and Jim Mooney, and was introduced in <i>The Amazing Spider-Man</i> #78 (November 1969) as an enemy of Spider-Man. An African-American teenage prodigy, Hobie created the Prowler technology to operate as a petty thief, but was subsequently redeemed with Spider-Man's help, and has since become one of his most viable allies, as well as a superhero in his own right. A well-known equivalent of the Prowler, <b>Aaron Davis</b>, comes from the alternate Ultimate Marvel universe. Introduced in <i>Ultimate Comics: Spider-Man</i> #1 (November 2011) and created by Brian Michael Bendis and Sara Pichelli, this version is a career criminal and the uncle of Miles Morales, who became the second Spider-Man in this reality. </p><p>Both Hobie Brown and Aaron Davis have appeared in several media adaptations outside of comics; the former being primarily featured in animated television series and the latter in films. Donald Glover portrayed Davis in the live-action Marvel Cinematic Universe film <i>Spider-Man: Homecoming</i> (2017), while Mahershala Ali voiced the character in the animated film <i>Spider-Man: Into the Spider-Verse</i> (2018). </p>"	mahershala these wellknown ali american mooney most 2017 homecoming fictional used by book become adaptation medium are teenage hobart viable portrayed latter well comic version who from series right bendis wa an petty since this cape morale thief davis universe several africanamerican former enemy reality while film lee spiderverse aaron clawed spiderman amazing superhero subsequently operate help depicted donald of wearing hobie character appeared primarily both is appearing michael glover but technology pichelli own career animated brown buscema introduced jim outside marvel prowler cinematic his november 2011 criminal voiced 78 2018 original john television 1969 brian redeemed a created ally mile being battle into 1 ultimate have stan and spidermans green one alternate purple second the come to gauntlet uncle featured equivalent published suit alias ha liveaction with prodigy sara became in	Marvel comics character	character comic marvel	Comics_characters
Foggy Nelson	"<p><b>Franklin Percy</b> ""<b>Foggy</b>"" <b>Nelson</b> is a fictional character appearing in American comic books published by Marvel Comics. The character has been depicted as part of the supporting cast of Daredevil (Matt Murdock); Foggy is Matt's best friend and, for most of the series, his law partner. The character was created by Stan Lee and Bill Everett. </p><p>Initially, Foggy was portrayed as a deeply conflicted character, continuously caught between his strong vocational disagreements with Matt, their rivalry for the affections of Karen Page, and his loyalty to his friend. Despite being a highly successful lawyer, he is also tormented by feelings of inferiority to his law partner. However, since the early 1980s he has often been reduced to comic relief, and his down-to-earth, everyman lifestyle acts as a contrast to his grim superhero colleague. </p><p>For the first couple years of <i>Daredevil</i>, Foggy's appearance greatly varied from issue to issue, though he was most commonly drawn as a trim, handsome, and neatly groomed young man. Since his first portrayal by Gene Colan, in <i>Daredevil</i> #20, he has consistently been drawn as a short, slightly pudgy man with a generally relaxed appearance. </p><p>He has been portrayed by Jon Favreau in the 2003 film adaptation. Foggy Nelson was also portrayed by Elden Henson in the Marvel Television productions <i>Daredevil</i>, <i>The Defenders</i>, an episode of the second season of <i>Jessica Jones</i>, and an episode of the second season of <i>Luke Cage</i> for the Marvel Cinematic Universe. </p>"	cage contrast american supporting most successful short fictional between early commonly cast also by couple book handsome adaptation reduced lawyer caught portrayed foggy karen comic from young part series wa an man since he drawn inferiority downtoearth universe for bill feeling highly conflicted best production loyalty deeply defender film lee trim page colleague often superhero though however partner depicted been year generally of character friend lifestyle franklin greatly matt is appearing pudgy affection vocational jones 1980s groomed portrayal episode strong marvel jon cinematic his gene elden law continuously rivalry relaxed television act a their created tormented murdock being 20 issue consistently luke favreau stan and everyman disagreement first percy nelson varied slightly appearance 2003 second the henson to neatly season despite published everett initially colan foggys ha grim daredevil with relief jessica in	fictional character in Marvel Comics	fictional character comic in marvel	Comics_characters
Bucky (Marvel Comics)	"<p><b>Bucky</b> is the name used by several different fictional characters appearing in American comic books published by Marvel Comics, usually as a sidekick to Captain America. The original version was created by Joe Simon and Jack Kirby and first appeared in <i>Captain America Comics</i> #1 (cover-dated March 1941), which was published by Marvel's predecessor, Timely Comics. Following the apparent death of the hero <b>James ""Bucky"" Barnes</b>, the Bucky nickname and costume (or one based on the uniform used by Barnes) have been used by various heroes including: <b>Fred Davis</b>, <b>Jack Monroe</b>, <b>Rick Jones</b>, <b>Lemar Hoskins</b>, and <b>Rikki Barnes</b>. For a time, a child looked after by Jack Monroe was named ""Bucky,"" but she was later adopted and given the name <b>Julia Winters.</b> </p> "	captain simon american fictional timely time used by book julia comic version wa including davis several for fred uniform following later given predecessor james jack she after hoskins been rick of character appeared which monroe is appearing nickname but adopted jones on america marvel bucky kirby lemar different apparent based usually barnes death original looked named march 1941 a created sidekick coverdated rikki or 1 have and various one first costume the hero to child winter published joe name in	fictional character in Marvel Comics	fictional character comic in marvel	Comics_characters
Stephanie Brown (character)	<p><b>Stephanie Brown</b> is a fictional superhero appearing in American comic books published by DC Comics, most commonly associated with Batman. The character first appeared in <i>Detective Comics</i> #647 (June 1992) and was created by Chuck Dixon and Tom Lyle.</p><p>The daughter of the criminal Cluemaster, the character originated as the amateur crime-fighter named <b>the Spoiler</b>. Later, she briefly became the fourth <b>Robin</b> and the fourth <b>Batgirl</b>. She has also served as the love interest/girlfriend of the third Robin, Tim Drake. From 2009 to 2011, she was the star of her own ongoing <i>Batgirl</i> comic book series. In 2014, following a company-wide relaunch of all DC Comics titles as the New 52 in 2011, the character returned to the Spoiler identity in <i>Batman Eternal</i>, completely resetting her to the beginning of her crime fighting career. She is the only character to have been both Robin and Batgirl in mainstream continuity. </p><p>Stephanie Brown appeared in the second season of the Arrowverse series <i>Batwoman</i> portrayed by Morgan Kohan. </p>	her tim 2014 kohan american most cluemaster identity batman fictional june commonly also by book robin crime served eternal portrayed returned 647 comic from series wa spoiler beginning originated 2009 arrowverse chuck relaunch following tom interestgirlfriend later resetting third mainstream dixon she batgirl amateur superhero batwoman briefly been of character 52 appeared star both ongoing is appearing crimefighter own career detective brown love companywide 2011 criminal dc named new a created all title lylethe have and first fourth second stephanie the to drake daughter season only 1992 morgan published completely ha with fighting continuity associated became in	DC Comics character	dc character comic	Comics_characters
Dum Dum Dugan	"<p><b>Timothy Aloysius Cadwallader</b> ""<b>Dum Dum</b>"" <b>Dugan</b> is a fictional character appearing in American comic books published by Marvel Comics. He is an officer of S.H.I.E.L.D. and is one of the most experienced members of Nick Fury's team, known for his marksmanship with rifles and impressive physique. He is recognized for his trademark bowler hat. </p><p>Neal McDonough appeared as the character in the 2011 Marvel Cinematic Universe film <i>Captain America: The First Avenger</i>, the 2013 Marvel Studios short film <i>Agent Carter</i> (post-credits), in 2014 in the 1st episode of season 2 of <i>Agents of S.H.I.E.L.D.</i>, and also in 2015 in the fifth episode of the first season of Marvel's <i>Agent Carter</i>. McDonough returned as an alternate version of the character in the Disney+ animated series <i>What If...?</i> (2021). </p>"	shield captain 2014 american most short fictional fifth also by mcdonough book neal returned comic version member postcredits series experienced an physique 2015 carter he universe for 2021 film marksmanship avenger dum trademark of impressive character appeared is appearing officer animated nick america recognized episode dugan marvel cinematic his fury 2011 studio agent rifle a cadwallader disney 2013 and 1st one first if 2 alternate known the team aloysius season bowler published hat what with timothy in	fictional character who appears in publications from Marvel Comics	fictional character comic publication who from appears in marvel	Comics_characters
Fantasio	<p><b>Fantasio</b> is a fictional character from the <i>Spirou et Fantasio</i> comic strip. He was introduced in 1944 by Jijé, who was then drawing Spirou's adventures, and quickly became the secondary main character of the series. Fantasio is Spirou's best friend and co-adventurer, a graphic reporter with an uncontrolled imagination and a mop of blond hair. In his early incarnation, he was considerably taller than Spirou, with a clown-like demeanour, and his hairstyle resembled that of Blondie character Dagwood Bumstead. In the Franquin era, his and Spirou's heights began approaching. He has an evil megalomaniac cousin, Zantafio, who is his sworn enemy but bears a strong physical resemblance to him. </p><p>Fantasio also appeared in the <i>Gaston</i> comic strip, where he was the main character's superior, often seen trying to sign contracts with Monsieur De Mesmaeker. His job in this series could be described as an office manager. In opposition to his role in <i>Spirou</i>, in <i>Gaston</i> Fantasio was a serious character, playing straight man to Gaston's goofy antics, who thus becomes to Fantasio what Fantasio is to Spirou. However, Fantasio left that series when André Franquin left <i>Spirou et Fantasio</i> after the album <i>Panade à Champignac</i> (taking Gaston and the Marsupilami with him), being replaced in the role by Léon Prunelle. </p>	bumstead champignac prunelle considerably hair fictional early also by office uncontrolled comic cousin who role monsieur from where fantasio marsupilami series wa an incarnation man evil this he drawing be superior à spirous demeanour andré when enemy best that megalomaniac 1944 contract could gaston gastons described job opposition secondary franquin often after clownlike however serious seen antic blond sworn adventure of thus character friend léon appeared panade him then is mop zantafio era but et resembled replaced strip height left bear introduced strong graphic playing trying approaching his reporter resemblance mesmaeker hairstyle manager main a taking being taller spirou goofy began imagination and quickly sign becomes the jijé de than dagwood to straight album coadventurer what ha blondie with physical became in	fictional character	fictional character	Comics_characters
Jim Wilson (comics)	<p><b>James Wilson</b> is a fictional character, a supporting character appearing in American comic books published by Marvel Comics. He is a supporting character of the Hulk. </p><p>He was portrayed by P.J. Kerr in a cameo in the 2008 Marvel Cinematic Universe film <i>The Incredible Hulk</i>. </p>	character pj 2008 is appearing supporting american kerr fictional by hulk book film cameo marvel the james portrayed cinematic comic incredible wilson wa published he a of in universe	fictional character in Marvel Universe	fictional character in universe marvel	Comics_characters
Etta Candy	"<p><b>Etta Candy</b> is a fictional character appearing in DC Comics publications and related media, commonly as the best friend of the superhero Wonder Woman. Spirited and vivacious, with a devil-may-care attitude, the first version of Etta appeared as a young white woman with red hair in <i>Sensation Comics</i> #2 (1942), written by Wonder Woman's creator William Moulton Marston.</p><p>Enrolled in the fictional Holliday College for Women (and often accompanied by her fellow students, ""the Holliday Girls""), Etta would become a constant feature of Wonder Woman's Golden Age adventures, effectively functioning as both the hero's plucky sidekick and her best friend. Unapologetically proud of her plus-sized figure (and vocal about her love of sweets), ""Etta's appearance was a stark contrast to the svelte, wasp-waisted women depicted in most comic books, and Etta was a brave and heroic leader who was always in the thick of the fight beside her friend Wonder Woman."" Though appearing less frequently in the Silver and Bronze Age, Etta was a recurring presence in Wonder Woman's supporting cast throughout both periods. She would be re-imagined in March 1987 by comics writer/artist George Pérez as part of his post-Crisis relaunch of the Wonder Woman mythos. This milder-mannered version, a former U.S. Air Force captain and intelligence officer, is not presented as Wonder Woman's best friend, but rather as a genial ally among a cast of supporting characters.</p><p>In 2011, Etta was again updated as part of DC Comics' company-wide New 52 continuity reboot. Still an American intelligence specialist, the modern Etta Candy is a Black woman, whose revised history with Wonder Woman restores several Golden Age elements, notably her wise-cracking joie de vivre and her status as the hero's ever-present best friend. Additionally, the New 52 Etta is queer, shown to have a romantic relationship with Barbara Ann Minerva, the British archeologist who would become Wonder Woman's arch-foe the Cheetah. Etta's brassy queerness brings to the surface a consistent lesbian subtext present in William Moulton Marston's original Golden Age characterization of a woman joyously defiant of sex-gender norms. </p><p>Beatrice Colen portrayed Etta in the 1970s <i>Wonder Woman</i> series. The character made her cinematic debut in the DC Extended Universe in the 2017 film <i>Wonder Woman</i>, played by Lucy Davis. She has been portrayed in animated film by voice actors Julianne Grossman and Adrienne C. Moore. </p>"	her writerartist captain throughout contrast american most supporting queerness white leader presented svelte whose 2017 cheetah hair played would fictional brave commonly cast history by surface book made become medium wisecracking always specialist consistent ettas portrayed comic version fight stark who young updated part norm series wa an this functioning actor presence age sensation be british charactersin moulton davis universe several for archeologist accompanied student former fellow thick minerva beside shown postcrisis relaunch brings best voice etta william related debut written among additionally film lesbian college reboot mildermannered moore still she girl often silver superhero though pérez sweet defiant vivacious force marstonenrolled depicted effectively been of adventure le c vocal candy character friend 52 appeared 1942 bronze both attitude is appearing holliday but romantic rather officer vivre red colen animated love marstons modern heroic beatrice intelligence frequently cinematic feature about his woman companywide figure period 2011 air waspwaisted dc julianne wonder original plussized march u creator proud new extended a sexgender recurring ally restores constant revised status characterization element golden sidekick 1987 queer not present have mythos and grossman notably first joie 1970s 2 barbara subtext everpresent genial appearance lucy spirited the hero de to brassy publication archfoe adrienne black again devilmaycare reimagined relationship ha with continuity joyously ann george plucky in unapologetically	Wonder Woman supporting character	woman character wonder supporting	Comics_characters
Wong (Marvel Comics)	<p><b>Wong</b> is a fictional character appearing in American comic books published by Marvel Comics. He is the sidekick and valet of Doctor Strange, the Sorcerer Supreme of Earth. Wong first appeared in the comic <i>Strange Tales</i> #110 (July 1963) but was unnamed until <i>Strange Tales</i> #119. In the 2006 miniseries <i>Dr. Strange: the Oath</i>, it was revealed that Wong stems from a family of monks living in Kamar-Taj. He has a cousin currently in training in the occult and has talked to him about one day replacing Wong as a servant to Dr. Strange. </p><p>The character was portrayed by Clyde Kusatsu in the 1978 television film <i>Dr. Strange</i>. Benedict Wong portrays the character in the Marvel Cinematic Universe films <i>Doctor Strange</i> (2016), <i>Avengers: Infinity War</i> (2018), <i>Avengers: Endgame</i> (2019), <i>Shang-Chi and the Legend of the Ten Rings</i> (2021), <i>Spider-Man: No Way Home</i> (2021), and <i>Doctor Strange in the Multiverse of Madness</i> (2022). Additionally, he voices an alternate timeline version in the Disney+ animated series <i>What If...?</i> (2021) </p>	july family kusatsu american fictional by servant book miniseries portrayed comic version cousin from unnamed series wa an infinity benedict he day 1978 currently clyde universe shangchi training ring that 2021 war voice ten additionally film 2006 spiderman 119 2016 avenger living wong multiverse until madness 2022 110 of doctor character appeared 2019 earth portrays him is appearing 1963 sorcerer but replacing monk tale animated talked it way marvel cinematic about 2018 television a no revealed timeline sidekick kamartaj occult disney dr and one first legend if supreme alternate the stem to home endgame published valet what strange oath ha in	fictional character in Marvel Comics	fictional character comic in marvel	Comics_characters
Artemis Crock	<p><b>Artemis Crock</b> is a fictional comic book character, appearing in American comic books published by DC Comics. First appearing in <i>Infinity, Inc.</i> #34 (January 1987), she has appeared as both a supervillain and superhero, usually using her first name as her alias. She is also one of many characters to use the name <b>Tigress</b>. </p><p>Outside of comic books, the character's role separate from the Tigress moniker was established in <i>Young Justice</i>. </p><p>Madison McLaughlin portrayed original character <b>Evelyn Sharp</b> who became Artemis in the fifth season of the Arrowverse series <i>Arrow</i>. Artemis Crock also appears on the DC Universe and The CW series <i>Stargirl</i> played by Stella Smith. </p>	character her using 1987 appeared many arrowverse both is artemis appearing american madison appears separate played and fictional fifth on one first also evelyn by book established sharp smith outside justice inc tigress the moniker portrayed arrow she supervillain to comic mclaughlin role who season from young crock superhero usually series wa use dc published original infinity alias ha 34 name stargirl a of january cw became in stella universe	DC comics character	dc character comic	Comics_characters
Aqualad	"<p><b>Aqualad</b> is the name of two fictional comic book superheroes appearing in media published by DC Entertainment. The first Aqualad, Garth, debuted in February 1960 in <i>Adventure Comics</i> #269 and was created by writer Robert Bernstein and artist Ramona Fradon. This Aqualad also appeared in animated form on television in 1967 and 1968. </p><p>The second Aqualad, ""Kaldur"" Kaldur'ahm, originally debuted in 2010, created for the <i>Young Justice</i> animated television series by Brandon Vietti, Greg Weisman and Phil Bourassa. Several months prior to the launch of the cartoon, an altered version of the character introduced as Jackson Hyde was brought into comic books by writer Geoff Johns and artist Ivan Reis. </p><p>The Garth version of Aqualad made his live-action debut in the television series <i>Titans</i>, played by Drew Van Acker.</p>"	altered phil played fictional writer real also by bourassa book debuted made launch medium comic version ivan young series wa an this titan several for garth hyde month ramona fradon form debut jackson superheroes robert two kaldur van vietti 1960 of adventure character appeared bernstein is appearing acker on animated introduced 1967 originally weisman his 2010 1968 prior dc 269 television john a created into kaldurahm february entertainment geoff and cartoon first brandon drew justice second the brought artist to greg aqualad published liveaction name in	superhero persona in publications from DC Comics	dc in persona comic publication from superhero	Comics_characters
